person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_per_year_employed,predicted_pd,risk_band,actual_default,recommendation
36,55200,RENT,3.0,MEDICAL,9900,0.18,1,13,13800.0,0.36044158496139994,High Risk,1,Additional assessment required
29,50000,RENT,11.0,EDUCATION,5000,0.1,0,5,4166.666666666667,0.09114788681002654,Low Risk,0,"Consider approval, subject to lender policy"
23,29976,RENT,3.0,PERSONAL,15000,0.5,0,4,7494.0,0.9620533831920958,Very High Risk,1,High-risk application; apply lender policy
27,120000,OWN,11.0,MEDICAL,4800,0.04,0,10,10000.0,0.021193031177290288,Low Risk,0,"Consider approval, subject to lender policy"
24,30000,RENT,2.0,MEDICAL,3000,0.1,0,4,10000.0,0.23562238576171807,Medium Risk,0,Consider manual review
22,102000,OWN,1.0,MEDICAL,7000,0.07,0,3,51000.0,0.018238188712880892,Low Risk,0,"Consider approval, subject to lender policy"
25,135000,RENT,5.0,EDUCATION,25000,0.19,0,4,22500.0,0.10988771671953525,Low Risk,0,"Consider approval, subject to lender policy"
24,70000,RENT,5.0,HOMEIMPROVEMENT,14400,0.21,0,4,11666.666666666666,0.09457979371067171,Low Risk,0,"Consider approval, subject to lender policy"
34,143150,MORTGAGE,0.0,VENTURE,12000,0.08,0,6,143150.0,0.036199711677160996,Low Risk,0,"Consider approval, subject to lender policy"
22,30000,RENT,7.0,VENTURE,10000,0.33,0,2,3750.0,0.9623318411971228,Very High Risk,1,High-risk application; apply lender policy
22,4800,RENT,1.0,PERSONAL,1800,0.38,1,2,2400.0,0.9941999999861677,Very High Risk,1,High-risk application; apply lender policy
42,26568,RENT,6.0,PERSONAL,2500,0.09,0,14,3795.4285714285716,0.14262929247139916,Low Risk,0,"Consider approval, subject to lender policy"
36,14004,RENT,0.0,MEDICAL,4800,0.34,0,15,14004.0,0.9918779821510821,Very High Risk,1,High-risk application; apply lender policy
25,77000,MORTGAGE,6.0,EDUCATION,8000,0.1,0,2,11000.0,0.05507093601138572,Low Risk,0,"Consider approval, subject to lender policy"
41,50780,MORTGAGE,14.0,PERSONAL,6000,0.12,0,17,3385.3333333333335,0.08002125330032835,Low Risk,0,"Consider approval, subject to lender policy"
25,55000,RENT,3.0,DEBTCONSOLIDATION,5000,0.09,1,4,13750.0,0.4309506556849902,High Risk,0,Additional assessment required
26,130000,RENT,3.0,VENTURE,14400,0.11,1,2,32500.0,0.10636253749125114,Low Risk,0,"Consider approval, subject to lender policy"
28,115000,MORTGAGE,12.0,EDUCATION,22000,0.19,0,7,8846.153846153846,0.051584950471562856,Low Risk,0,"Consider approval, subject to lender policy"
22,19680,RENT,2.0,EDUCATION,7750,0.39,1,3,6560.0,0.992107589016748,Very High Risk,1,High-risk application; apply lender policy
31,201996,MORTGAGE,11.0,EDUCATION,20000,0.1,0,10,16833.0,0.0425659860051631,Low Risk,0,"Consider approval, subject to lender policy"
35,66000,RENT,0.0,HOMEIMPROVEMENT,18000,0.27,0,8,66000.0,0.31357134749516163,High Risk,0,Additional assessment required
29,45000,RENT,4.0,EDUCATION,8700,0.19,0,9,9000.0,0.09581829849669211,Low Risk,0,"Consider approval, subject to lender policy"
27,50004,RENT,5.0,DEBTCONSOLIDATION,20000,0.4,0,9,8334.0,0.9695485894538767,Very High Risk,1,High-risk application; apply lender policy
21,46000,RENT,2.0,VENTURE,5200,0.11,1,4,15333.333333333334,0.3246799144160481,High Risk,1,Additional assessment required
22,120000,MORTGAGE,0.0,EDUCATION,16800,0.14,0,4,120000.0,0.06682052464779467,Low Risk,0,"Consider approval, subject to lender policy"
55,75000,MORTGAGE,3.0,PERSONAL,10000,0.13,0,20,18750.0,0.04932279325522517,Low Risk,0,"Consider approval, subject to lender policy"
22,20400,RENT,1.0,VENTURE,3500,0.17,0,2,10200.0,0.17744926334186162,Medium Risk,0,Consider manual review
24,47230,RENT,8.0,VENTURE,10950,0.23,0,2,5247.777777777777,0.0773391258638949,Low Risk,0,"Consider approval, subject to lender policy"
42,300000,MORTGAGE,0.0,PERSONAL,10000,0.03,1,14,300000.0,0.16116203325959724,Medium Risk,0,Consider manual review
23,29000,RENT,1.0,VENTURE,13475,0.46,1,4,14500.0,0.9863444469891182,Very High Risk,1,High-risk application; apply lender policy
24,86000,RENT,8.0,EDUCATION,6575,0.08,0,3,9555.555555555555,0.04449153756112135,Low Risk,0,"Consider approval, subject to lender policy"
30,72000,MORTGAGE,5.0,MEDICAL,20000,0.28,0,5,12000.0,0.1767296852462967,Medium Risk,0,Consider manual review
29,30796,RENT,13.0,MEDICAL,5000,0.16,1,8,2199.714285714286,0.4699548320217962,Very High Risk,0,High-risk application; apply lender policy
24,20796,RENT,2.0,VENTURE,7500,0.36,0,3,6932.0,0.9689946496623293,Very High Risk,1,High-risk application; apply lender policy
37,44000,RENT,0.0,PERSONAL,1700,0.04,0,17,44000.0,0.13150424230861316,Low Risk,1,"Consider approval, subject to lender policy"
35,46000,RENT,4.0,PERSONAL,8800,0.19,0,7,9200.0,0.10297075580871551,Low Risk,0,"Consider approval, subject to lender policy"
28,75000,MORTGAGE,11.0,PERSONAL,3000,0.04,0,8,6250.0,0.04962184900058705,Low Risk,1,"Consider approval, subject to lender policy"
22,32644,MORTGAGE,6.0,VENTURE,13750,0.42,1,4,4663.428571428572,0.21974400379497908,Medium Risk,1,Consider manual review
23,18000,RENT,1.0,VENTURE,3250,0.18,0,2,9000.0,0.940341963622501,Very High Risk,1,High-risk application; apply lender policy
22,94692,MORTGAGE,5.0,EDUCATION,20000,0.21,0,4,15782.0,0.04348096607473903,Low Risk,0,"Consider approval, subject to lender policy"
27,42000,MORTGAGE,4.0,PERSONAL,2850,0.07,0,7,8400.0,0.08180621739437276,Low Risk,1,"Consider approval, subject to lender policy"
26,87000,RENT,6.0,MEDICAL,15000,0.17,0,2,12428.57142857143,0.10316664115544187,Low Risk,0,"Consider approval, subject to lender policy"
30,120000,MORTGAGE,6.0,MEDICAL,9600,0.08,0,9,17142.85714285714,0.07482013083800845,Low Risk,0,"Consider approval, subject to lender policy"
25,175000,RENT,2.0,PERSONAL,25000,0.14,0,2,58333.333333333336,0.2251882292092977,Medium Risk,0,Consider manual review
22,30000,OWN,5.0,PERSONAL,3000,0.1,0,2,5000.0,0.026826189692796095,Low Risk,0,"Consider approval, subject to lender policy"
25,135000,RENT,8.0,PERSONAL,24000,0.18,0,2,15000.0,0.11918442538315885,Low Risk,0,"Consider approval, subject to lender policy"
33,45000,RENT,4.0,MEDICAL,12000,0.27,0,6,9000.0,0.18343287529913346,Medium Risk,0,Consider manual review
29,60000,MORTGAGE,0.0,EDUCATION,2400,0.04,0,9,60000.0,0.05809161805573732,Low Risk,0,"Consider approval, subject to lender policy"
44,70000,RENT,4.0,EDUCATION,9500,0.14,0,14,14000.0,0.06462915938216335,Low Risk,0,"Consider approval, subject to lender policy"
23,60000,RENT,3.0,VENTURE,10400,0.17,1,4,15000.0,0.14409649539313446,Low Risk,0,"Consider approval, subject to lender policy"
33,14400,OWN,0.0,VENTURE,2000,0.14,0,10,14400.0,0.056727745811195975,Low Risk,0,"Consider approval, subject to lender policy"
32,60000,MORTGAGE,11.0,PERSONAL,7500,0.13,1,10,5000.0,0.16185014468601122,Medium Risk,0,Consider manual review
22,60000,MORTGAGE,5.0,VENTURE,20000,0.33,0,3,10000.0,0.11778412165465997,Low Risk,0,"Consider approval, subject to lender policy"
28,127500,MORTGAGE,5.0,MEDICAL,20000,0.13,1,8,21250.0,0.33911246859242244,High Risk,1,Additional assessment required
24,32500,RENT,4.0,MEDICAL,14000,0.43,0,2,6500.0,0.9737322016028847,Very High Risk,1,High-risk application; apply lender policy
33,50000,RENT,1.0,HOMEIMPROVEMENT,9000,0.18,0,9,25000.0,0.20782166412821482,Medium Risk,0,Consider manual review
24,72000,RENT,3.0,PERSONAL,10000,0.14,1,4,18000.0,0.1877424666897178,Medium Risk,0,Consider manual review
25,85000,MORTGAGE,9.0,PERSONAL,1000,0.01,0,2,8500.0,0.03989702198081812,Low Risk,0,"Consider approval, subject to lender policy"
30,65000,RENT,11.0,VENTURE,12800,0.2,0,8,5416.666666666667,0.05525900920371383,Low Risk,0,"Consider approval, subject to lender policy"
23,23148,RENT,0.0,DEBTCONSOLIDATION,8000,0.35,0,4,23148.0,0.969434465730302,Very High Risk,1,High-risk application; apply lender policy
36,62000,RENT,3.0,HOMEIMPROVEMENT,8000,0.13,0,12,15500.0,0.0940091097984515,Low Risk,0,"Consider approval, subject to lender policy"
22,72000,MORTGAGE,1.0,PERSONAL,8500,0.12,0,2,36000.0,0.06629970768541087,Low Risk,1,"Consider approval, subject to lender policy"
26,62500,MORTGAGE,9.0,MEDICAL,8000,0.13,0,2,6250.0,0.1335287913241611,Low Risk,0,"Consider approval, subject to lender policy"
34,45000,MORTGAGE,1.0,VENTURE,12000,0.27,0,9,22500.0,0.07009332449616254,Low Risk,0,"Consider approval, subject to lender policy"
23,54000,RENT,7.0,EDUCATION,1500,0.03,0,4,6750.0,0.10719750901380569,Low Risk,0,"Consider approval, subject to lender policy"
26,95000,RENT,7.0,HOMEIMPROVEMENT,31050,0.33,1,3,11875.0,0.9615915939343808,Very High Risk,1,High-risk application; apply lender policy
23,54000,MORTGAGE,5.0,DEBTCONSOLIDATION,10000,0.19,0,3,9000.0,0.16584200508645977,Medium Risk,1,Consider manual review
23,96000,OWN,8.0,MEDICAL,8000,0.08,0,3,10666.666666666666,0.02200541089280729,Low Risk,0,"Consider approval, subject to lender policy"
32,32000,RENT,1.0,VENTURE,2600,0.08,0,6,16000.0,0.20121912660423966,Medium Risk,1,Consider manual review
29,60000,MORTGAGE,4.0,EDUCATION,5000,0.08,0,10,12000.0,0.05160664549364905,Low Risk,0,"Consider approval, subject to lender policy"
23,130992,MORTGAGE,6.0,EDUCATION,6000,0.05,0,3,18713.14285714286,0.03308851782556335,Low Risk,0,"Consider approval, subject to lender policy"
27,103000,MORTGAGE,8.0,PERSONAL,8800,0.09,0,8,11444.444444444445,0.04077925625785892,Low Risk,0,"Consider approval, subject to lender policy"
40,25000,OWN,2.0,VENTURE,8500,0.34,0,11,8333.333333333334,0.032545180606893424,Low Risk,0,"Consider approval, subject to lender policy"
21,45000,RENT,5.0,VENTURE,1000,0.02,0,3,7500.0,0.04825765877250896,Low Risk,0,"Consider approval, subject to lender policy"
27,58800,RENT,6.0,HOMEIMPROVEMENT,2800,0.05,0,10,8400.0,0.181173764386321,Medium Risk,1,Consider manual review
27,50055,MORTGAGE,5.0,VENTURE,15000,0.3,0,5,8342.5,0.057463182258418274,Low Risk,0,"Consider approval, subject to lender policy"
24,110000,RENT,1.0,MEDICAL,7000,0.06,0,2,55000.0,0.08788206985607369,Low Risk,0,"Consider approval, subject to lender policy"
25,30000,OWN,0.0,PERSONAL,3425,0.11,0,2,30000.0,0.028083418850839276,Low Risk,0,"Consider approval, subject to lender policy"
28,62000,RENT,2.0,PERSONAL,3000,0.05,0,9,20666.666666666668,0.08913980424544468,Low Risk,0,"Consider approval, subject to lender policy"
22,57500,RENT,3.0,PERSONAL,2400,0.04,0,3,14375.0,0.09574004954712535,Low Risk,0,"Consider approval, subject to lender policy"
35,45000,RENT,4.0,PERSONAL,5200,0.12,1,10,9000.0,0.21777081552339472,Medium Risk,0,Consider manual review
22,57500,RENT,1.0,DEBTCONSOLIDATION,9100,0.16,0,4,28750.0,0.1326605233385154,Low Risk,0,"Consider approval, subject to lender policy"
44,85280,MORTGAGE,4.0,PERSONAL,7000,0.08,0,12,17056.0,0.04092878559005464,Low Risk,0,"Consider approval, subject to lender policy"
25,66500,MORTGAGE,9.0,DEBTCONSOLIDATION,5000,0.08,0,3,6650.0,0.10991950956216062,Low Risk,0,"Consider approval, subject to lender policy"
23,32000,RENT,3.0,DEBTCONSOLIDATION,5000,0.16,0,2,8000.0,0.23676353661480376,Medium Risk,0,Consider manual review
24,75000,RENT,8.0,PERSONAL,10000,0.13,0,3,8333.333333333334,0.06168769914897148,Low Risk,0,"Consider approval, subject to lender policy"
25,34000,RENT,7.0,PERSONAL,9600,0.28,0,2,4250.0,0.350065908963683,High Risk,1,Additional assessment required
29,55000,RENT,0.0,PERSONAL,8500,0.15,1,8,55000.0,0.3667712165961636,High Risk,1,Additional assessment required
22,28800,MORTGAGE,0.0,VENTURE,11500,0.4,0,3,28800.0,0.15083432633727611,Medium Risk,0,Consider manual review
22,28800,RENT,2.0,DEBTCONSOLIDATION,4000,0.14,0,2,9600.0,0.18715016575407029,Medium Risk,0,Consider manual review
21,34000,RENT,5.0,HOMEIMPROVEMENT,1200,0.04,0,4,5666.666666666667,0.9510253200906732,Very High Risk,1,High-risk application; apply lender policy
29,88000,RENT,8.0,DEBTCONSOLIDATION,17600,0.2,1,6,9777.777777777777,0.3949730532581462,High Risk,0,Additional assessment required
21,12720,RENT,1.0,EDUCATION,7500,0.59,0,4,6360.0,0.9918390861473789,Very High Risk,1,High-risk application; apply lender policy
24,96000,MORTGAGE,6.0,VENTURE,12000,0.13,0,4,13714.285714285714,0.020161003040072796,Low Risk,0,"Consider approval, subject to lender policy"
45,123000,RENT,2.0,EDUCATION,14000,0.11,0,17,41000.0,0.06442869379206248,Low Risk,1,"Consider approval, subject to lender policy"
21,36120,RENT,5.0,VENTURE,9000,0.25,0,2,6020.0,0.08225211139076476,Low Risk,0,"Consider approval, subject to lender policy"
29,87000,MORTGAGE,6.0,VENTURE,4800,0.06,0,5,12428.57142857143,0.018422857021286237,Low Risk,0,"Consider approval, subject to lender policy"
27,50000,RENT,5.0,MEDICAL,7300,0.15,0,9,8333.333333333334,0.1361337735678801,Low Risk,0,"Consider approval, subject to lender policy"
23,58000,RENT,2.0,DEBTCONSOLIDATION,10000,0.17,0,2,19333.333333333332,0.13758567173689584,Low Risk,0,"Consider approval, subject to lender policy"
28,48000,MORTGAGE,1.0,EDUCATION,10000,0.21,0,8,24000.0,0.09153441886511642,Low Risk,0,"Consider approval, subject to lender policy"
32,42000,RENT,1.0,DEBTCONSOLIDATION,5800,0.14,0,10,21000.0,0.13038156285441943,Low Risk,0,"Consider approval, subject to lender policy"
23,75000,RENT,4.0,VENTURE,5000,0.07,0,4,15000.0,0.0313391364604005,Low Risk,0,"Consider approval, subject to lender policy"
39,85000,RENT,3.0,PERSONAL,10000,0.12,0,16,21250.0,0.046928842679734246,Low Risk,0,"Consider approval, subject to lender policy"
34,32758,RENT,0.0,DEBTCONSOLIDATION,8400,0.26,0,5,32758.0,0.30232067991676204,High Risk,1,Additional assessment required
32,160000,MORTGAGE,9.0,DEBTCONSOLIDATION,12000,0.07,0,8,16000.0,0.07364781826283953,Low Risk,0,"Consider approval, subject to lender policy"
38,84000,MORTGAGE,5.0,VENTURE,15000,0.18,0,16,14000.0,0.03562513492658994,Low Risk,0,"Consider approval, subject to lender policy"
23,36000,RENT,0.0,VENTURE,11000,0.31,1,3,36000.0,0.9666197637338525,Very High Risk,1,High-risk application; apply lender policy
26,82600,RENT,10.0,VENTURE,22000,0.27,0,2,7509.090909090909,0.09703598733337812,Low Risk,0,"Consider approval, subject to lender policy"
22,34000,RENT,0.0,VENTURE,18250,0.54,0,3,34000.0,0.9832561128802656,Very High Risk,1,High-risk application; apply lender policy
23,62000,MORTGAGE,7.0,VENTURE,11200,0.18,0,4,7750.0,0.03734164949802897,Low Risk,0,"Consider approval, subject to lender policy"
24,75000,RENT,4.0,VENTURE,10000,0.13,0,4,15000.0,0.03437983076642469,Low Risk,0,"Consider approval, subject to lender policy"
24,30996,RENT,7.0,VENTURE,7000,0.23,1,2,3874.5,0.33046387084450646,High Risk,0,Additional assessment required
33,82000,MORTGAGE,2.0,EDUCATION,6000,0.07,0,10,27333.333333333332,0.043304855985336635,Low Risk,0,"Consider approval, subject to lender policy"
47,52000,OWN,2.0,VENTURE,5000,0.1,0,12,17333.333333333332,0.008671414374609618,Low Risk,0,"Consider approval, subject to lender policy"
22,26004,MORTGAGE,6.0,PERSONAL,12000,0.46,0,4,3714.8571428571427,0.19167964785883043,Medium Risk,1,Consider manual review
22,17720,RENT,6.0,HOMEIMPROVEMENT,5000,0.28,0,4,2531.4285714285716,0.998119369162622,Very High Risk,1,High-risk application; apply lender policy
31,33000,OWN,6.0,DEBTCONSOLIDATION,5000,0.15,0,6,4714.285714285715,0.13017044858451,Low Risk,0,"Consider approval, subject to lender policy"
24,36000,RENT,6.0,PERSONAL,8000,0.22,0,3,5142.857142857143,0.12021151650717762,Low Risk,1,"Consider approval, subject to lender policy"
22,37000,MORTGAGE,2.0,DEBTCONSOLIDATION,13000,0.35,0,4,12333.333333333334,0.24708608395435733,Medium Risk,0,Consider manual review
22,116000,MORTGAGE,3.0,DEBTCONSOLIDATION,12000,0.1,0,4,29000.0,0.07690182411397901,Low Risk,0,"Consider approval, subject to lender policy"
25,58000,MORTGAGE,2.0,PERSONAL,2750,0.05,1,4,19333.333333333332,0.20248807973047103,Medium Risk,0,Consider manual review
23,88000,MORTGAGE,7.0,MEDICAL,10000,0.11,0,2,11000.0,0.09322150072249284,Low Risk,0,"Consider approval, subject to lender policy"
27,72000,RENT,6.0,VENTURE,20000,0.28,0,5,10285.714285714286,0.09706780371603216,Low Risk,0,"Consider approval, subject to lender policy"
25,70000,RENT,5.0,HOMEIMPROVEMENT,20000,0.29,0,2,11666.666666666666,0.16404027232179083,Medium Risk,0,Consider manual review
23,70000,RENT,3.0,EDUCATION,12000,0.17,0,2,17500.0,0.06007492481055897,Low Risk,0,"Consider approval, subject to lender policy"
33,56000,MORTGAGE,13.0,MEDICAL,12000,0.21,0,6,4000.0,0.1669012088077906,Medium Risk,0,Consider manual review
23,22080,MORTGAGE,3.0,EDUCATION,6700,0.3,0,4,5520.0,0.1085458441413359,Low Risk,0,"Consider approval, subject to lender policy"
27,70000,RENT,6.0,VENTURE,12000,0.17,0,8,10000.0,0.04475191421749362,Low Risk,0,"Consider approval, subject to lender policy"
43,45000,RENT,0.0,MEDICAL,12000,0.27,0,12,45000.0,0.18661745745880168,Medium Risk,0,Consider manual review
43,62000,MORTGAGE,11.0,HOMEIMPROVEMENT,5000,0.08,0,14,5166.666666666667,0.0679213741148053,Low Risk,0,"Consider approval, subject to lender policy"
26,53400,OWN,3.0,EDUCATION,13600,0.25,0,4,13350.0,0.011569258663620392,Low Risk,0,"Consider approval, subject to lender policy"
29,28800,RENT,1.0,VENTURE,4000,0.14,0,10,14400.0,0.14125023249648136,Low Risk,1,"Consider approval, subject to lender policy"
26,54996,RENT,8.0,EDUCATION,20000,0.36,0,4,6110.666666666667,0.9609586626426825,Very High Risk,1,High-risk application; apply lender policy
29,50000,MORTGAGE,0.0,PERSONAL,6300,0.13,0,8,50000.0,0.07128906364094599,Low Risk,0,"Consider approval, subject to lender policy"
26,39000,MORTGAGE,0.0,DEBTCONSOLIDATION,5600,0.14,1,3,39000.0,0.4702704923065257,Very High Risk,1,High-risk application; apply lender policy
23,42000,MORTGAGE,0.0,DEBTCONSOLIDATION,11000,0.26,0,2,42000.0,0.1641032648911499,Medium Risk,0,Consider manual review
22,160000,RENT,6.0,PERSONAL,20000,0.13,0,3,22857.14285714286,0.061719481318258586,Low Risk,0,"Consider approval, subject to lender policy"
27,56000,RENT,2.0,MEDICAL,14000,0.25,0,7,18666.666666666668,0.14566689244549863,Low Risk,0,"Consider approval, subject to lender policy"
29,65000,RENT,3.0,HOMEIMPROVEMENT,20000,0.31,0,10,16250.0,0.9351860013787952,Very High Risk,1,High-risk application; apply lender policy
28,44049,RENT,3.0,VENTURE,14000,0.32,0,8,11012.25,0.9325952985256367,Very High Risk,1,High-risk application; apply lender policy
24,133000,MORTGAGE,8.0,HOMEIMPROVEMENT,3000,0.02,0,4,14777.777777777777,0.03984040730604535,Low Risk,0,"Consider approval, subject to lender policy"
22,62900,RENT,6.0,MEDICAL,20000,0.27,0,4,8985.714285714286,0.2102874813702342,Medium Risk,1,Consider manual review
28,37000,MORTGAGE,12.0,PERSONAL,1000,0.03,0,6,2846.153846153846,0.08859402726071691,Low Risk,0,"Consider approval, subject to lender policy"
25,80000,MORTGAGE,2.0,VENTURE,10000,0.13,0,4,26666.666666666668,0.024510509066340926,Low Risk,0,"Consider approval, subject to lender policy"
22,56000,MORTGAGE,4.0,MEDICAL,9000,0.16,0,2,11200.0,0.17032832547353793,Medium Risk,0,Consider manual review
23,33000,RENT,4.0,EDUCATION,8000,0.24,1,4,6600.0,0.31273973438718494,High Risk,0,Additional assessment required
23,14400,RENT,0.0,EDUCATION,1100,0.08,0,4,14400.0,0.3665500231475834,High Risk,0,Additional assessment required
24,91700,RENT,1.0,EDUCATION,6500,0.07,0,3,45850.0,0.0630944899700429,Low Risk,0,"Consider approval, subject to lender policy"
22,93218,MORTGAGE,5.0,MEDICAL,12000,0.13,0,3,15536.333333333334,0.07649776780315648,Low Risk,0,"Consider approval, subject to lender policy"
26,75000,MORTGAGE,10.0,DEBTCONSOLIDATION,10000,0.13,0,2,6818.181818181818,0.10799533768415351,Low Risk,0,"Consider approval, subject to lender policy"
27,146000,MORTGAGE,5.0,MEDICAL,2500,0.02,0,5,24333.333333333332,0.07013803953675088,Low Risk,0,"Consider approval, subject to lender policy"
22,23000,RENT,6.0,MEDICAL,6250,0.27,0,2,3285.714285714286,0.2352768889241727,Medium Risk,0,Consider manual review
24,36000,RENT,5.0,EDUCATION,1200,0.03,0,2,6000.0,0.10144121059933209,Low Risk,0,"Consider approval, subject to lender policy"
28,64000,OTHER,11.0,PERSONAL,15000,0.23,0,10,5333.333333333333,0.07623879545882124,Low Risk,1,"Consider approval, subject to lender policy"
32,36000,RENT,4.0,MEDICAL,6000,0.17,1,10,7200.0,0.36038502379289417,High Risk,1,Additional assessment required
35,54396,RENT,4.0,MEDICAL,5000,0.09,1,10,10879.2,0.35396812073100703,High Risk,0,Additional assessment required
28,40000,RENT,2.0,MEDICAL,9000,0.23,0,5,13333.333333333334,0.13191667336514182,Low Risk,0,"Consider approval, subject to lender policy"
21,87000,RENT,5.0,MEDICAL,11000,0.13,0,2,14500.0,0.07748863841033442,Low Risk,0,"Consider approval, subject to lender policy"
28,86652,RENT,5.0,HOMEIMPROVEMENT,20000,0.23,0,5,14442.0,0.07821512167639892,Low Risk,1,"Consider approval, subject to lender policy"
26,48000,OWN,10.0,VENTURE,15000,0.31,0,3,4363.636363636364,0.029679249389499552,Low Risk,0,"Consider approval, subject to lender policy"
32,65000,MORTGAGE,16.0,DEBTCONSOLIDATION,5500,0.08,0,7,3823.529411764706,0.11238074466635936,Low Risk,0,"Consider approval, subject to lender policy"
27,130000,MORTGAGE,0.0,PERSONAL,8000,0.06,1,7,130000.0,0.15843317809841553,Medium Risk,0,Consider manual review
35,42000,RENT,6.0,MEDICAL,5000,0.12,0,10,6000.0,0.14349391589820634,Low Risk,0,"Consider approval, subject to lender policy"
36,110000,MORTGAGE,9.0,HOMEIMPROVEMENT,15000,0.14,0,15,11000.0,0.04641696224377817,Low Risk,0,"Consider approval, subject to lender policy"
35,58800,MORTGAGE,5.0,MEDICAL,12000,0.2,0,9,9800.0,0.20857928716445306,Medium Risk,1,Consider manual review
28,19200,RENT,0.0,DEBTCONSOLIDATION,4000,0.21,0,8,19200.0,0.9306539564817738,Very High Risk,1,High-risk application; apply lender policy
25,53000,RENT,6.0,MEDICAL,3000,0.06,1,2,7571.428571428572,0.31696262684871557,High Risk,0,Additional assessment required
42,316800,MORTGAGE,3.0,PERSONAL,19400,0.06,1,13,79200.0,0.1663453543786418,Medium Risk,0,Consider manual review
33,72000,MORTGAGE,6.0,VENTURE,4250,0.06,0,5,10285.714285714286,0.025678847331716746,Low Risk,0,"Consider approval, subject to lender policy"
22,57996,MORTGAGE,2.0,VENTURE,2500,0.04,0,3,19332.0,0.04545030803850212,Low Risk,0,"Consider approval, subject to lender policy"
24,60000,RENT,5.0,EDUCATION,7000,0.12,0,4,10000.0,0.06791565243807499,Low Risk,0,"Consider approval, subject to lender policy"
30,50000,MORTGAGE,6.0,DEBTCONSOLIDATION,4000,0.08,0,9,7142.857142857143,0.13032779144780077,Low Risk,0,"Consider approval, subject to lender policy"
29,63755,MORTGAGE,14.0,MEDICAL,3000,0.05,1,10,4250.333333333333,0.3435193182844918,High Risk,0,Additional assessment required
32,27000,RENT,5.0,EDUCATION,4500,0.17,1,5,4500.0,0.23727488997397544,Medium Risk,0,Consider manual review
23,60000,RENT,1.0,VENTURE,8000,0.13,0,4,30000.0,0.07832283077324705,Low Risk,0,"Consider approval, subject to lender policy"
24,36000,MORTGAGE,3.0,HOMEIMPROVEMENT,6400,0.18,0,4,9000.0,0.1368640748691073,Low Risk,0,"Consider approval, subject to lender policy"
37,59000,MORTGAGE,3.0,HOMEIMPROVEMENT,9000,0.15,0,13,14750.0,0.1258816776880507,Low Risk,0,"Consider approval, subject to lender policy"
25,41000,RENT,9.0,MEDICAL,5000,0.12,0,2,4100.0,0.15918716481639672,Medium Risk,0,Consider manual review
29,70000,RENT,3.0,PERSONAL,25000,0.36,0,6,17500.0,0.9608455735776319,Very High Risk,1,High-risk application; apply lender policy
44,80000,RENT,6.0,PERSONAL,6400,0.08,0,11,11428.57142857143,0.043261881203842896,Low Risk,0,"Consider approval, subject to lender policy"
29,52000,MORTGAGE,6.0,VENTURE,12000,0.23,0,8,7428.571428571428,0.051846365041427915,Low Risk,0,"Consider approval, subject to lender policy"
21,69000,MORTGAGE,5.0,PERSONAL,13250,0.19,0,2,11500.0,0.0663984671898596,Low Risk,0,"Consider approval, subject to lender policy"
25,100000,MORTGAGE,9.0,MEDICAL,3275,0.03,0,2,10000.0,0.07923414184962098,Low Risk,0,"Consider approval, subject to lender policy"
24,26000,RENT,6.0,PERSONAL,10000,0.38,0,4,3714.285714285714,0.9631335958025955,Very High Risk,1,High-risk application; apply lender policy
33,57000,MORTGAGE,3.0,EDUCATION,10000,0.18,1,8,14250.0,0.17328955513034092,Medium Risk,1,Consider manual review
34,73000,MORTGAGE,7.0,PERSONAL,20675,0.28,0,9,9125.0,0.1182018498616643,Low Risk,0,"Consider approval, subject to lender policy"
25,65000,OWN,3.0,VENTURE,8700,0.13,0,3,16250.0,0.007187381672249288,Low Risk,0,"Consider approval, subject to lender policy"
25,60000,RENT,5.0,EDUCATION,3000,0.05,1,2,10000.0,0.14604105040269955,Low Risk,0,"Consider approval, subject to lender policy"
26,59000,RENT,2.0,VENTURE,18000,0.31,0,4,19666.666666666668,0.9728690578195425,Very High Risk,1,High-risk application; apply lender policy
26,150000,RENT,3.0,PERSONAL,12000,0.08,0,3,37500.0,0.051382370095784016,Low Risk,0,"Consider approval, subject to lender policy"
31,75000,MORTGAGE,3.0,EDUCATION,12000,0.16,0,10,18750.0,0.04570690412494938,Low Risk,0,"Consider approval, subject to lender policy"
31,62000,MORTGAGE,9.0,MEDICAL,2500,0.04,1,6,6200.0,0.3435193182844918,High Risk,0,Additional assessment required
21,40000,RENT,3.0,EDUCATION,7000,0.17,0,3,10000.0,0.07803322776015806,Low Risk,0,"Consider approval, subject to lender policy"
28,52000,MORTGAGE,10.0,DEBTCONSOLIDATION,13600,0.26,0,5,4727.272727272727,0.16433770226335304,Medium Risk,0,Consider manual review
33,32400,RENT,8.0,EDUCATION,11000,0.34,0,10,3600.0,0.962317531681618,Very High Risk,1,High-risk application; apply lender policy
25,40800,OWN,5.0,HOMEIMPROVEMENT,7000,0.17,0,4,6800.0,0.019987056558957654,Low Risk,1,"Consider approval, subject to lender policy"
27,104000,RENT,8.0,PERSONAL,12800,0.12,0,7,11555.555555555555,0.050418880219283486,Low Risk,0,"Consider approval, subject to lender policy"
